deployment,n_providers,N,template,query_index,end_to_end_ms,provider_compute_ms_max,transport_ms,client_combine_decrypt_ms,uplink_bytes_total,downlink_bytes_total,mac_ok,he_params,provider_list,rtt_ms_max
"single-host loopback, n=3",3,35162,sum,53,51.1793,37.3344,12.3665,1.47835,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,54,53.8013,43.8875,8.39975,1.514,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,55,52.2925,38.3537,12.4383,1.50051,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,56,51.6204,37.604,12.4737,1.54273,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,57,51.4032,37.6283,12.2769,1.49792,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,58,51.1923,37.3496,12.3601,1.48259,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,59,51.357,37.9514,11.8623,1.54334,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,60,51.1183,37.2786,12.3503,1.4894,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,61,51.1317,37.4958,12.1209,1.51488,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
"single-host loopback, n=3",3,35162,sum,62,51.0941,37.1133,12.4933,1.48744,281422,1579050,true,"bfv-openfhe,p=68724326401,ringdim=8192,slots=8192,sec=128","127.0.0.1:9401,127.0.0.1:9402,127.0.0.1:9403",0.031249
